"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"CtG12A.3","2024","Children in out-of-home care","1-4 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","2.9","3.9","4.5","2.4","6.2","4.2","2.9","1.5","3.6"
"CtG12A.3","2024","Children in out-of-home care","5-9 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","4.4","4.2","4.6","3.0","8.9","5.5","4.1","2.2","4.5"
"CtG12A.3","2024","Children in out-of-home care","10-14 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","5.6","4.7","4.9","3.5","8.6","5.6","5.7","3.8","5.2"
"CtG12A.3","2024","Children in out-of-home care","15-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","6.3","5.6","4.6","3.8","7.7","5.9","5.3","4.1","5.5"
"CtG12A.3","2024","Children in out-of-home care","<1 year old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","7.8","19.1","6.3","16.9","10.7","3.6","12.8","..","8.9"
"CtG12A.3","2024","Children in out-of-home care","1-4 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","11.1","21.9","9.1","23.3","12.0","6.9","15.0","14.7","11.8"
"CtG12A.3","2024","Children in out-of-home care","5-9 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","11.2","24.8","10.6","22.2","10.7","6.4","14.0","13.1","12.5"
"CtG12A.3","2024","Children in out-of-home care","10-14 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","10.0","20.1","9.8","18.1","10.8","6.0","11.8","9.6","11.1"
"CtG12A.3","2024","Children in out-of-home care","15-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","8.2","14.8","7.9","12.2","9.5","4.5","12.0","9.1","8.7"
"CtG12A.3","2024","Children in out-of-home care","<1 year old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","10.8","48.4","17.4","30.8","34.0","9.3","19.8","7.4","19.0"
"CtG12A.3","2024","Children in out-of-home care","1-4 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","28.8","81.2","36.3","53.5","67.7","24.9","39.8","20.5","39.5"
"CtG12A.3","2024","Children in out-of-home care","5-9 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","44.4","100.7","44.4","64.4","86.6","29.5","52.9","27.0","52.0"
"CtG12A.3","2024","Children in out-of-home care","10-14 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","50.4","89.5","43.0","60.6","83.8","27.6","61.7","32.6","52.5"
"CtG12A.3","2024","Children in out-of-home care","15-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","45.1","77.2","32.0","42.8","65.8","20.5","58.3","33.0","42.9"
"CtG12A.3","2023","Children in out-of-home care","<1 year old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","16.5","43.6","23.5","33.5","44.0","15.9","np","np","23.5"
"CtG12A.3","2023","Children in out-of-home care","1-4 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","34.3","82.0","40.7","53.0","83.8","27.9","42.5","19.3","43.8"
"CtG12A.3","2023","Children in out-of-home care","5-9 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","51.5","98.1","46.7","66.9","93.1","36.0","72.0","30.0","56.3"
"CtG12A.3","2023","Children in out-of-home care","10-14 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","55.9","87.4","45.2","64.9","87.3","32.6","67.2","36.8","56.0"
"CtG12A.3","2023","Children in out-of-home care","15-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","54.5","78.5","34.8","44.3","74.0","25.3","55.2","30.7","47.9"
"CtG12A.3","2023","Children in out-of-home care","<1 year old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1.7","2.3","2.9","1.6","4.7","2.0","np","np","2.3"
"CtG12A.3","2023","Children in out-of-home care","1-4 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","3.2","4.0","4.5","2.4","7.0","4.2","3.1","1.2","3.8"
"CtG12A.3","2023","Children in out-of-home care","5-9 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","4.7","4.3","4.8","3.0","8.6","6.0","6.1","2.0","4.7"
"CtG12A.3","2023","Children in out-of-home care","10-14 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","6.1","4.9","5.0","3.6","8.5","6.3","6.5","2.8","5.4"
"CtG12A.3","2023","Children in out-of-home care","15-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","6.7","6.0","4.5","3.7","7.3","5.9","7.5","4.0","5.7"
"CtG12A.3","2023","Children in out-of-home care","<1 year old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","9.7","19.2","8.2","21.4","9.4","7.8","np","np","10.4"
"CtG12A.3","2023","Children in out-of-home care","1-4 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","10.7","20.3","9.1","22.3","12.0","6.7","13.5","16.0","11.4"
"CtG12A.3","2023","Children in out-of-home care","5-9 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","11.0","22.9","9.7","22.0","10.9","6.0","11.9","15.0","12.0"
"CtG12A.3","2023","Children in out-of-home care","10-14 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","9.2","17.8","9.1","18.1","10.3","5.2","10.4","13.3","10.4"
"CtG12A.3","2023","Children in out-of-home care","15-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","8.2","13.1","7.7","12.1","10.2","4.3","7.3","7.6","8.4"
"CtG12A.3","2023","Children in out-of-home care","<1 year old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","14.8","41.3","20.6","31.9","39.3","13.8","np","np","21.3"
"CtG12A.3","2023","Children in out-of-home care","1-4 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","31.1","78.0","36.3","50.6","76.8","23.7","39.4","18.1","40.0"
"CtG12A.3","2023","Children in out-of-home care","5-9 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","46.8","93.8","41.9","63.9","84.6","30.1","65.9","28.0","51.6"
"CtG12A.3","2023","Children in out-of-home care","10-14 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","49.8","82.5","40.2","61.4","78.8","26.3","60.7","34.1","50.6"
"CtG12A.3","2023","Children in out-of-home care","15-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","47.9","72.5","30.3","40.6","66.8","19.4","47.6","26.7","42.1"
"CtG12A.3","2022","Children in out-of-home care","<1 year old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","18.6","47.5","21.6","27.6","49.9","17.5","22.7","8.8","23.8"
"CtG12A.3","2022","Children in out-of-home care","1-4 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","34.8","83.7","41.3","54.2","84.6","29.2","54.9","24.3","45.1"
"CtG12A.3","2022","Children in out-of-home care","5-9 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","53.9","98.2","44.3","64.4","88.8","34.5","75.4","31.5","56.0"
"CtG12A.3","2022","Children in out-of-home care","10-14 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","57.4","83.1","44.3","60.1","84.6","31.1","67.2","39.0","55.3"
"CtG12A.3","2022","Children in out-of-home care","15-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","52.8","72.8","31.9","41.5","72.2","25.6","62.8","31.5","45.6"
"CtG12A.3","2022","Children in out-of-home care","<1 year old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1.7","3.3","3.3","1.3","4.3","2.3","np","np","2.6"
"CtG12A.3","2022","Children in out-of-home care","1-4 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","3.3","4.4","4.7","2.5","7.5","4.4","3.5","0.7","4.1"
"CtG12A.3","2022","Children in out-of-home care","5-9 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","5.0","4.4","4.9","3.1","8.2","6.9","5.7","1.6","4.9"
"CtG12A.3","2022","Children in out-of-home care","10-14 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","6.4","5.0","4.9","3.7","8.0","6.6","5.4","2.9","5.5"
"CtG12A.3","2022","Children in out-of-home care","15-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","7.0","5.7","4.5","3.5","7.4","6.3","6.0","4.2","5.7"
"CtG12A.3","2022","Children in out-of-home care","<1 year old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","10.7","14.6","6.6","21.7","11.5","7.5","np","np","9.3"
"CtG12A.3","2022","Children in out-of-home care","1-4 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","10.5","19.1","8.7","21.4","11.3","6.6","15.8","34.6","11.1"
"CtG12A.3","2022","Children in out-of-home care","5-9 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","10.7","22.4","9.0","21.0","10.9","5.0","13.2","19.9","11.5"
"CtG12A.3","2022","Children in out-of-home care","10-14 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","9.0","16.7","9.1","16.3","10.6","4.7","12.5","13.3","10.1"
"CtG12A.3","2022","Children in out-of-home care","15-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","7.5","12.9","7.2","11.8","9.7","4.1","10.4","7.5","8.0"
"CtG12A.3","2022","Children in out-of-home care","<1 year old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","16.9","44.3","18.3","26.3","45.5","15.2","22.7","8.8","21.2"
"CtG12A.3","2022","Children in out-of-home care","1-4 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","31.5","79.3","36.6","51.7","77.1","24.8","51.5","23.6","41.0"
"CtG12A.3","2022","Children in out-of-home care","5-9 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","48.8","93.8","39.4","61.4","80.6","27.5","69.7","29.9","51.1"
"CtG12A.3","2022","Children in out-of-home care","10-14 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","51.0","78.1","39.4","56.5","76.6","24.5","61.8","36.1","49.8"
"CtG12A.3","2022","Children in out-of-home care","15-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","45.7","67.2","27.5","38.0","64.8","19.4","56.8","27.3","39.9"
"CtG12A.3","2021","Children in out-of-home care","<1 year old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","22.9","54.8","27.7","32.8","59.0","14.0","16.9","17.5","29.5"
"CtG12A.3","2021","Children in out-of-home care","1-4 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","35.1","85.8","41.1","58.8","84.0","34.0","40.2","29.6","46.2"
"CtG12A.3","2021","Children in out-of-home care","5-9 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","55.2","96.0","42.4","66.7","85.2","37.9","75.1","33.2","55.9"
"CtG12A.3","2021","Children in out-of-home care","10-14 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","59.3","79.9","40.4","61.6","76.5","29.1","71.5","42.3","54.5"
"CtG12A.3","2021","Children in out-of-home care","15-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","55.2","78.4","31.6","42.9","75.3","24.0","50.3","32.2","46.9"
"CtG12A.3","2021","Children in out-of-home care","<1 year old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","2.0","3.1","3.2","1.6","5.4","2.9","1.6","0","2.7"
"CtG12A.3","2021","Children in out-of-home care","1-4 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","3.6","4.6","4.9","2.9","7.2","5.0","3.8","1.0","4.3"
"CtG12A.3","2021","Children in out-of-home care","5-9 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","5.4","4.5","5.0","3.6","8.0","7.0","5.9","2.2","5.0"
"CtG12A.3","2021","Children in out-of-home care","10-14 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","6.9","5.0","4.9","3.9","8.3","7.8","5.9","3.0","5.7"
"CtG12A.3","2021","Children in out-of-home care","15-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","7.2","5.6","4.5","3.5","7.5","6.0","5.6","5.7","5.8"
"CtG12A.3","2021","Children in out-of-home care","<1 year old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","11.3","17.4","8.7","20.8","10.9","4.9","10.8","..","10.9"
"CtG12A.3","2021","Children in out-of-home care","1-4 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","9.8","18.8","8.4","20.4","11.7","6.8","10.5","28.3","10.8"
"CtG12A.3","2021","Children in out-of-home care","5-9 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","10.3","21.3","8.5","18.6","10.7","5.4","12.7","15.0","11.1"
"CtG12A.3","2021","Children in out-of-home care","10-14 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","8.6","15.9","8.2","15.9","9.3","3.7","12.1","13.9","9.5"
"CtG12A.3","2021","Children in out-of-home care","15-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","7.7","14.1","7.0","12.4","10.0","4.0","9.0","5.6","8.1"
"CtG12A.3","2021","Children in out-of-home care","<1 year old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","20.9","51.6","24.5","31.2","53.6","11.1","15.3","17.5","26.8"
"CtG12A.3","2021","Children in out-of-home care","1-4 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","31.5","81.3","36.2","55.9","76.9","28.9","36.4","28.6","41.9"
"CtG12A.3","2021","Children in out-of-home care","5-9 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","49.8","91.5","37.4","63.2","77.3","30.9","69.2","31.0","50.9"
"CtG12A.3","2021","Children in out-of-home care","10-14 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","52.4","74.9","35.5","57.7","68.3","21.3","65.6","39.2","48.8"
