"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"CtG10A.5","2024","Imprisonment rate","30-34 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","30-34 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","539.4","99.5","829.1","2188.0","943.4","0","707.5","1047.4","842.6"
"CtG10A.5","2024","Imprisonment rate","35-39 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","35-39 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","580.2","123.0","1126.0","2240.7","1474.1","269.5","0","567.4","951.0"
"CtG10A.5","2024","Imprisonment rate","40-44 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","40-44 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","603.4","256.5","839.9","1640.3","1189.6","311.5","1098.9","422.8","827.4"
"CtG10A.5","2024","Imprisonment rate","45-49 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","45-49 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","287.8","160.4","522.3","1445.4","403.6","342.5","0","614.8","528.9"
"CtG10A.5","2024","Imprisonment rate","50-54 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","50-54 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","258.5","0","300.5","433.3","207.0","0","0","224.9","257.8"
"CtG10A.5","2024","Imprisonment rate","55+ years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","55+ years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","44.5","0","24.4","69.0","0","0","0","69.1","37.2"
"CtG10A.5","2024","Imprisonment rate","18-24 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","18-24 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians; ABS (unpublished) Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","163.5","115.3","235.1","235.5","173.5","258.6","80.3","290.0","172.3"
"CtG10A.5","2024","Imprisonment rate","25-29 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","25-29 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","339.3","253.8","486.5","497.8","426.4","445.7","210.0","366.9","365.6"
"CtG10A.5","2024","Imprisonment rate","30-34 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","30-34 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","451.1","329.8","605.7","611.8","607.7","482.7","245.7","506.9","472.0"
"CtG10A.5","2024","Imprisonment rate","35-39 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","35-39 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","446.8","314.2","578.3","680.0","597.9","594.9","290.5","496.7","472.2"
"CtG10A.5","2024","Imprisonment rate","40-44 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","40-44 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","430.0","269.2","496.1","541.4","593.1","518.4","151.4","385.4","419.5"
"CtG10A.5","2024","Imprisonment rate","45-49 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","45-49 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","350.4","211.6","351.8","470.3","501.8","348.1","174.7","539.3","335.6"
"CtG10A.5","2024","Imprisonment rate","50-54 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","50-54 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","263.6","164.6","246.5","340.2","378.4","154.2","80.6","335.1","246.6"
"CtG10A.5","2024","Imprisonment rate","55+ years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","55+ years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","107.5","69.1","79.5","123.1","132.3","73.2","51.3","195.9","94.6"
"CtG10A.5","2024","Imprisonment rate","18-24 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","18-24 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians; ABS (unpublished) Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","16.7","11.1","36.5","24.5","16.3","32.4","38.7","0","20.9"
"CtG10A.5","2024","Imprisonment rate","25-29 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","25-29 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","22.5","13.1","39.0","50.0","28.1","51.5","0","35.6","27.5"
"CtG10A.5","2024","Imprisonment rate","30-34 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","30-34 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","26.4","15.0","56.6","66.1","22.3","36.5","0","52.6","33.0"
"CtG10A.5","2024","Imprisonment rate","35-39 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","35-39 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","29.1","12.8","47.9","69.8","38.3","50.9","0","37.5","33.3"
"CtG10A.5","2024","Imprisonment rate","40-44 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","40-44 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","25.7","10.4","47.4","52.9","42.5","18.2","17.1","0","31.0"
"CtG10A.5","2024","Imprisonment rate","45-49 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","45-49 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","23.0","15.8","28.2","37.8","45.1","19.3","0","0","24.0"
"CtG10A.5","2024","Imprisonment rate","50-54 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","50-54 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","15.6","6.0","21.7","26.9","19.1","22.5","0","0","15.9"
"CtG10A.5","2024","Imprisonment rate","55+ years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","55+ years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","3.1","2.4","4.9","7.6","4.7","0","0","0","3.7"
"CtG10A.5","2023","Imprisonment rate","18-24 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","18-24 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians; ABS (unpublished) Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","2260.7","1651.2","3722.6","5500.5","2587.7","1293.3","2016.1","7049.9","3352.6"
"CtG10A.5","2023","Imprisonment rate","25-29 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","25-29 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","4856.5","4840.0","5675.8","9533.7","5032.0","3070.5","2621.7","8090.1","5877.7"
"CtG10A.5","2023","Imprisonment rate","30-34 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","30-34 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","5476.2","5352.6","6775.9","10218.8","6910.8","3030.3","6015.0","10228.0","6879.3"
"CtG10A.5","2023","Imprisonment rate","35-39 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","35-39 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","5374.5","6085.9","6505.1","9773.2","6732.6","2258.7","4437.9","9048.5","6655.2"
"CtG10A.5","2023","Imprisonment rate","40-44 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","40-44 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","4489.8","4207.3","5664.5","7598.4","6862.0","2157.4","4000.0","9728.6","5797.0"
"CtG10A.5","2023","Imprisonment rate","45-49 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","45-49 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","3046.9","2883.0","3643.5","6252.0","5164.7","1534.2","2974.0","6926.6","4033.2"
"CtG10A.5","2023","Imprisonment rate","50-54 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","50-54 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1729.5","1536.1","2015.1","3875.2","2671.8","347.6","1793.7","3736.9","2242.9"
"CtG10A.5","2023","Imprisonment rate","55+ years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","55+ years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","588.8","679.0","546.7","1379.8","1222.9","255.0","0","1444.2","756.5"
"CtG10A.5","2023","Imprisonment rate","18-24 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","18-24 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians; ABS (unpublished) Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","209.3","136.8","548.9","555.9","345.2","260.4","0","380.6","369.5"
"CtG10A.5","2023","Imprisonment rate","25-29 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","25-29 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","521.4","231.4","747.7","1165.9","513.3","0","0","541.4","625.6"
"CtG10A.5","2023","Imprisonment rate","30-34 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","30-34 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","478.4","135.5","869.5","1756.8","759.9","0","0","685.8","746.2"
"CtG10A.5","2023","Imprisonment rate","35-39 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","35-39 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","528.2","173.7","953.1","1837.8","1265.8","0","1834.9","611.2","803.9"
"CtG10A.5","2023","Imprisonment rate","40-44 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","40-44 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","315.2","0","734.6","1302.9","471.0","416.2","1098.9","626.0","615.4"
"CtG10A.5","2023","Imprisonment rate","45-49 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","45-49 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","271.4","321.4","462.0","1159.6","233.6","0","0","399.6","412.6"
"CtG10A.5","2023","Imprisonment rate","50-54 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","50-54 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","180.0","0","192.8","396.4","0","0","0","220.8","184.5"
"CtG10A.5","2023","Imprisonment rate","55+ years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","55+ years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","11.5","0","15.4","71.8","0","0","0","72.1","27.7"
"CtG10A.5","2023","Imprisonment rate","18-24 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","18-24 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians; ABS (unpublished) Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","193.9","155.8","260.5","226.1","198.9","215.1","118.8","285.6","200.2"
"CtG10A.5","2023","Imprisonment rate","25-29 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","25-29 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","367.7","294.9","547.1","496.4","411.0","418.5","176.6","362.6","394.7"
"CtG10A.5","2023","Imprisonment rate","30-34 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","30-34 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","463.1","384.1","644.5","636.8","482.1","513.4","284.9","470.1","492.8"
"CtG10A.5","2023","Imprisonment rate","35-39 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","35-39 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","451.9","353.9","555.1","577.7","612.3","506.1","257.1","455.9","466.5"
"CtG10A.5","2023","Imprisonment rate","40-44 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","40-44 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","444.6","306.5","478.0","534.9","561.3","525.0","163.3","414.7","427.4"
"CtG10A.5","2023","Imprisonment rate","45-49 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","45-49 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","346.0","233.2","335.9","387.5","458.8","270.7","177.3","406.9","322.0"
"CtG10A.5","2023","Imprisonment rate","50-54 years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","50-54 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","274.8","183.5","213.7","301.1","317.7","199.4","111.4","382.3","241.3"
"CtG10A.5","2023","Imprisonment rate","55+ years old","Males","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Males","","55+ years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","105.9","70.2","73.2","112.2","117.2","78.6","48.3","194.8","91.0"
"CtG10A.5","2023","Imprisonment rate","18-24 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","18-24 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians; ABS (unpublished) Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","15.3","8.6","30.2","14.8","6.9","0","12.9","0","15.7"
"CtG10A.5","2023","Imprisonment rate","25-29 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","25-29 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","27.9","18.3","47.5","57.2","44.1","17.0","0","0","31.7"
"CtG10A.5","2023","Imprisonment rate","30-34 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","30-34 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","29.2","17.0","49.1","59.1","37.8","68.7","20.0","32.8","34.0"
"CtG10A.5","2023","Imprisonment rate","35-39 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","35-39 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","24.5","17.5","54.6","67.7","48.9","63.0","16.1","0","35.3"
"CtG10A.5","2023","Imprisonment rate","40-44 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","40-44 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","31.0","15.3","39.0","48.3","31.8","18.6","23.8","0","30.0"
"CtG10A.5","2023","Imprisonment rate","45-49 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","45-49 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","28.5","8.7","27.8","29.2","35.8","0","0","0","23.2"
"CtG10A.5","2023","Imprisonment rate","50-54 years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","50-54 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","18.6","7.0","20.9","38.4","17.3","22.3","21.7","0","17.6"
"CtG10A.5","2023","Imprisonment rate","55+ years old","Females","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","Females","","55+ years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS National state and territory population - March; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","3.8","3.3","4.8","5.8","7.1","3.0","0","0","4.0"
"CtG10A.5","2022","Imprisonment rate","18-24 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","18-24 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians; ABS (unpublished) Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","2625.9","1707.0","3501.1","5379.9","2866.3","1434.7","2811.2","6341.7","3393.9"
"CtG10A.5","2022","Imprisonment rate","25-29 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","25-29 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","5020.2","3646.6","5463.7","8506.1","5193.0","2649.6","2213.3","7806.2","5624.1"
"CtG10A.5","2022","Imprisonment rate","30-34 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","30-34 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","5704.0","4279.5","6298.1","9593.0","7401.4","2029.0","5039.8","9105.2","6570.0"
"CtG10A.5","2022","Imprisonment rate","35-39 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","35-39 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","5702.6","5301.7","6347.8","8560.4","7453.4","1455.3","4100.9","8884.8","6487.9"
"CtG10A.5","2022","Imprisonment rate","40-44 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","40-44 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","4544.9","4278.9","4971.2","7353.4","5901.9","2695.4","3750.0","8878.5","5488.7"
"CtG10A.5","2022","Imprisonment rate","45-49 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","45-49 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","3014.7","2422.9","2801.8","5583.4","5380.0","667.6","3906.3","5949.7","3597.9"
"CtG10A.5","2022","Imprisonment rate","50-54 years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","50-54 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1580.9","1197.9","1971.2","3331.0","2351.1","0","1421.8","3615.1","2046.8"
"CtG10A.5","2022","Imprisonment rate","55+ years old","Males","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Males","","55+ years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","565.5","746.3","548.3","1059.6","977.9","149.8","600.0","1308.8","693.2"
"CtG10A.5","2022","Imprisonment rate","18-24 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","18-24 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians; ABS (unpublished) Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","242.0","138.1","483.1","449.5","317.5","268.0","0","213.5","333.5"
"CtG10A.5","2022","Imprisonment rate","25-29 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","25-29 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","392.7","332.2","615.6","1109.7","523.3","0","645.2","451.0","548.8"
"CtG10A.5","2022","Imprisonment rate","30-34 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","30-34 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","618.5","279.5","683.0","1371.5","677.1","249.6","0","752.6","705.9"
"CtG10A.5","2022","Imprisonment rate","35-39 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","35-39 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","733.3","268.7","735.0","1143.0","1319.1","277.3","0","589.5","747.1"
"CtG10A.5","2022","Imprisonment rate","40-44 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","40-44 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","442.4","410.9","546.4","1008.9","709.8","426.0","0","679.7","544.9"
"CtG10A.5","2022","Imprisonment rate","45-49 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","45-49 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","274.7","0","451.2","619.6","761.0","352.5","0","578.3","361.2"
"CtG10A.5","2022","Imprisonment rate","50-54 years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","50-54 years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","126.0","0","84.8","356.8","216.0","0","0","130.9","113.0"
"CtG10A.5","2022","Imprisonment rate","55+ years old","Females","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","Females","","55+ years old","","Derived from ABS (unpublished) Prisoners in Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","43.9","0","53.6","37.4","0","0","0","56.5","36.0"
